cell_line	Cell cycle (TSG)	Cell cycle (merged)	Cell cycle (oncogene)	Chromatin SWI/SNF complex	Chromatin histone demethylases	Chromatin histone methyltransferases	Chromatin other	FGFR	Genome integrity	HR_CHRIS	HR_FULL	MAPK signaling (colm)	MAPK signaling merged)	MMR	Metabolism	Notch signaling (oncogene or TSG)	PI3K signaling (TSG)	PI3K signaling (merged)	PI3K signaling (oncogenes)	PRC2	RTK signaling	Splicing	TGF-_ signaling (TSG)	TOR signaling (TSG)	Transcription factor lineage dependency or oncogene	Transcription factor other	Translation/protein homeostasis/ubiquitination	Wnt/_-catenin signaling (TSG)
LS123_LARGE_INTESTINE	1	1	1	0	1	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1
MOGGCCM_CENTRAL_NERVOUS_SYSTEM	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGC27_STOMACH	0	1	1	1	0	1	0	0	1	1	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	1
H1105_LUNG	0	1	1	0	0	1	0	1	1	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	1	1	0	0
SUIT2_PANCREAS	1	1	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
EM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RS411_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	1	0	1	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H2171_LUNG	1	1	0	0	1	1	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0
D283MED_CENTRAL_NERVOUS_SYSTEM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CCK81_LARGE_INTESTINE	0	0	0	1	0	1	1	0	1	1	1	1	1	1	0	1	0	1	1	0	1	0	0	1	0	1	1	1
L363_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	1	0	1	0	1	0	0	1	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
HS766T_PANCREAS	0	0	0	1	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
JHH7_LIVER	0	1	1	1	0	1	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HT144_SKIN	1	1	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
MOLM16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0
SNU1_STOMACH	0	0	0	1	0	1	1	0	1	1	1	1	1	1	0	0	0	0	0	1	1	0	1	0	0	1	0	0
SIMA_AUTONOMIC_GANGLIA	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0
KP3_PANCREAS	0	0	0	1	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
SKCO1_LARGE_INTESTINE	0	0	0	1	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1
COLO829_SKIN	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
A253_SALIVARY_GLAND	0	1	1	1	1	1	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0
A704_KIDNEY	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0
H2405_LUNG	1	1	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0
U118MG_CENTRAL_NERVOUS_SYSTEM	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
KYSE180_OESOPHAGUS	1	1	1	1	1	1	0	0	1	0	1	1	1	0	0	0	0	1	1	0	1	0	1	0	1	1	0	0
SUPHD1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	1	0	1	1	0	1	1	1	0	0	1	0	0	1	1	0	0	1	1	0	0	0	0	1	0
CAL851_BREAST	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	1	1	0	1	0	1	0	1	0	1	0
CL11_LARGE_INTESTINE	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1
OC314_OVARY	0	0	0	1	1	1	0	0	1	1	1	1	1	1	0	1	0	1	1	0	1	0	0	0	0	0	0	0
H1651_LUNG	1	1	0	0	1	1	1	0	1	1	1	1	1	0	0	1	0	1	1	0	1	0	1	1	0	1	1	0
SU8686_PANCREAS	1	1	0	0	1	0	0	0	1	1	1	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
LCLC97TM1_LUNG	1	1	0	0	1	0	1	0	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0
HSC2_UPPER_AERODIGESTIVE_TRACT	0	0	0	1	1	1	0	0	1	1	1	0	0	0	0	1	1	1	1	0	1	0	1	0	0	1	0	1
H2081_LUNG	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
H4_CENTRAL_NERVOUS_SYSTEM	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0
KE37_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	1	0	0	0	1	0	0	1	1	1	1	1	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0
KURAMOCHI_OVARY	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0
BFTC905_URINARY_TRACT	1	1	1	1	0	0	0	0	0	1	1	1	1	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0
SNU61_LARGE_INTESTINE	0	0	0	1	0	0	0	0	1	1	0	1	1	0	0	0	1	1	0	0	1	0	1	0	0	1	0	1
SKMEL30_SKIN	1	1	1	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1
PANC0203_PANCREAS	0	0	0	1	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
MKN1_STOMACH	0	1	1	0	0	0	0	0	1	0	1	1	1	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0
SKMEL2_SKIN	0	1	1	0	0	1	1	0	1	1	1	1	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0
DMS273_LUNG	0	0	0	1	0	1	0	0	1	1	1	0	0	0	0	1	1	1	0	1	1	0	0	0	0	1	0	0
KG1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	1	0	0	0	1	0	1	1	1	1	0	1	1	0	1	0	0	0	1	1	0	0	0	0	0	1	1
KLE_ENDOMETRIUM	0	1	1	1	0	0	0	0	1	1	1	1	1	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0
DBTRG05MG_CENTRAL_NERVOUS_SYSTEM	1	1	0	1	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
H1963_LUNG	1	1	0	1	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
H1734_LUNG	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0
KYSE140_OESOPHAGUS	1	1	1	1	0	0	0	0	1	1	1	0	0	0	0	0	0	1	1	0	1	1	0	1	1	0	0	0
KARPAS422_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0
L1236_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0
PANC0327_PANCREAS	1	1	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
CHAGOK1_LUNG	1	1	0	1	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ME1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	1	1	0	0	1	0	0	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0
SKMEL3_SKIN	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
VMRCRCW_KIDNEY	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
LK2_LUNG	1	1	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
H2030_LUNG	0	0	0	1	0	1	0	0	1	0	0	1	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0
A375_SKIN	1	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0
VCAP_PROSTATE	0	1	1	0	0	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0
BECKER_CENTRAL_NERVOUS_SYSTEM	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0
HCC1395_BREAST	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0
GRANTA519_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	1	1	0	1	1	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
KALS1_CENTRAL_NERVOUS_SYSTEM	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0
DB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
HSC3_UPPER_AERODIGESTIVE_TRACT	1	1	1	1	0	1	0	0	1	1	1	0	1	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0
IPC298_SKIN	1	1	1	0	0	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0
GB1_CENTRAL_NERVOUS_SYSTEM	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC71_BONE	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
NUGC4_STOMACH	1	1	0	1	0	0	0	0	1	1	1	0	1	0	0	0	1	1	0	0	1	0	0	1	0	0	1	0
JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
HT29_LARGE_INTESTINE	0	0	0	0	0	1	0	0	1	0	1	1	1	0	0	0	0	1	1	0	0	0	1	0	0	1	0	1
CPCN_LUNG	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
SNU182_LIVER	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
LOXIMVI_SKIN	1	1	1	1	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
SCABER_URINARY_TRACT	1	1	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
BICR22_UPPER_AERODIGESTIVE_TRACT	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0
C32_SKIN	1	1	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCFSTTG1_CENTRAL_NERVOUS_SYSTEM	1	1	0	1	0	0	0	0	1	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
SF126_CENTRAL_NERVOUS_SYSTEM	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0
THP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	1	0	1	0	1	0	1	1	1	1	1	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0
