marker	target	nA	nB	sensitive.threshold	med.grpA	med.grpB	med.grpA-med.grpB	count.grpA.sens	count.grpB.sens	percent.grpA.sens	percent.grpB.sens	min.grpA	min.grpB	spearman.r	spearman.p	wilcox.p	mptest.p
OVARY	FGFRL1_ENSG00000127418	19	98	-2.205	-0.01	-0.165	0.155	0	4	0	4.08163265306122	-1.05	-5	0.0463175894750772	0.690013471643454	0.692359982871337	NA
OVARY	FGR_ENSG00000000938	19	98	-4.345	-2.95	-1.095	-1.855	2	2	10.5263157894737	2.04081632653061	-9.09	-4.64	-0.356820327842478	3.92442729902663e-05	6.16733816257269e-05	NA
OVARY	ETNK2_ENSG00000143845	19	98	-4.38	-1.11	-1.235	0.125	0	3	0	3.06122448979592	-3.15	-8.61	0.0123515654439967	0.552576349582509	0.55437620091727	NA
OVARY	NADK_ENSG00000008130	19	98	-2.24	0.29	0.15	0.14	0	2	0	2.04081632653061	-2.17	-2.62	0.0518265613266241	0.709702450085455	0.712092465606189	NA
OVARY	MAP3K19_ENSG00000176601	19	98	-4.095	-0.89	-1.1	0.21	1	0	5.26315789473684	0	-4.52	-3.98	0.104644227030775	0.869245883448418	0.870919429214724	NA
OVARY	POMK_ENSG00000185900	19	98	-1.405	0.265	0.4225	-0.1575	2	3	10.5263157894737	3.06122448979592	-1.83	-2.37	-0.150276534982335	0.0529137937205517	0.0531734815057108	NA
OVARY	SGK494_ENSG00000167524	19	98	-1.675	0.25	0.035	0.215	0	1	0	1.02040816326531	-1.12	-2.98	0.11596791006921	0.893456658797274	0.894843988650201	NA
OVARY	NEK10_ENSG00000163491	19	98	-1.605	0.11	0.14	-0.03	0	2	0	2.04081632653061	-1.23	-2.3	-0.0480358454546144	0.303519194025416	0.303742607264786	NA
OVARY	MLKL_ENSG00000168404	19	98	-2.485	-0.29	-0.16	-0.13	0	0	0	0	-1.24	-1.89	-0.0209290806555567	0.411387771852631	0.412266786087128	NA
OVARY	FLT1_ENSG00000102755	19	98	-1.215	0.85	0.48	0.37	0	2	0	2.04081632653061	-0.84	-1.97	0.120775161161961	0.902703446375471	0.903965645987974	NA
OVARY	FLT3_ENSG00000122025	19	98	-1.77	0.32	-0.04	0.36	0	2	0	2.04081632653061	-0.79	-2.01	0.203127189970342	0.985972598502227	0.985790099835432	NA
OVARY	FLT4_ENSG00000037280	19	98	-3.22	-1.31	-0.85	-0.46	0	1	0	1.02040816326531	-2.55	-3.92	-0.194880984968377	0.0176213014253446	0.0180749586221731	NA
OVARY	FN3K_ENSG00000167363	19	98	-1.555	-0.2	0.035	-0.235	0	2	0	2.04081632653061	-1.49	-2.68	-0.0353401942454585	0.352612550686348	0.353112758445007	NA
OVARY	FN3KRP_ENSG00000141560	19	98	-5.37	-1.46	-1.705	0.245	0	4	0	4.08163265306122	-3.63	-12.21	0.131749044126454	0.921606897627469	0.922584934048382	NA
OVARY	MTOR_ENSG00000198793	19	98	-3.695	-1	-0.72	-0.28	3	1	15.7894736842105	1.02040816326531	-4.39	-6.41	-0.0916065856302191	0.162974723759622	0.162819009737294	NA
OVARY	FXN_ENSG00000165060	19	98	-1.25	0.53	0.6	-0.07	0	1	0	1.02040816326531	-0.69	-4.25	0.0178414843330455	0.575709130151222	0.577637788913755	NA
OVARY	FRK_ENSG00000111816	19	98	-2.03375	-0.15	-0.05	-0.1	0	4	0	4.08163265306122	-1.14	-4.23	-0.0142613564732143	0.439615632327485	0.440695596702567	NA
OVARY	FUK_ENSG00000157353	19	98	-3.16	0.38	-0.47	0.85	0	4	0	4.08163265306122	-2.09	-3.96	0.233309095616362	0.994322301084679	0.994073842996704	NA
OVARY	FYN_ENSG00000010810	19	98	-1.275	0.23	0.49	-0.26	0	1	0	1.02040816326531	-0.88	-4.76	-0.155426776978262	0.0471309302849375	0.0474297881402652	NA
OVARY	GAK_ENSG00000178950	19	98	-2.55	-0.48	-0.18	-0.3	2	2	10.5263157894737	2.04081632653061	-4.54	-3.65	-0.222674614343754	0.00790845203724046	0.00831962379266199	NA
OVARY	GALK1_ENSG00000108479	19	98	-4.855	-0.94	-1.345	0.405	1	4	5.26315789473684	4.08163265306122	-6.7	-6.54	0.0720494486544222	0.779934062744658	0.782213767532928	NA
OVARY	GALK2_ENSG00000156958	19	98	-4.65	0.59	-0.975	1.565	0	3	0	3.06122448979592	-2.11	-5.91	0.316331981452008	0.999744178352659	0.99967601226852	NA
OVARY	GCK_ENSG00000106633	19	98	-3.04	-0.66	-0.685	0.025	0	1	0	1.02040816326531	-2.99	-3.86	-0.0274475632674761	0.384471212056348	0.385172342719242	NA
OVARY	GK_ENSG00000198814	19	98	-0.945	0.24	0.45	-0.21	1	3	5.26315789473684	3.06122448979592	-1.03	-1.45	-0.104306798124613	0.131528922962396	0.131415880320918	NA
OVARY	GK2_ENSG00000196475	19	98	-0.66	0.71	0.725	-0.015	1	2	5.26315789473684	2.04081632653061	-1.31	-1.45	-0.0603859967008219	0.258896195639738	0.258918963865912	NA
OVARY	GNE_ENSG00000159921	19	98	-2.20125	-0.12	0.15	-0.27	1	4	5.26315789473684	4.08163265306122	-2.54	-3.9	-0.069915430515026	0.227902992954135	0.227824852607862	NA
OVARY	GOLGA5_ENSG00000066455	19	98	-0.255	0.72	0.925	-0.205	1	0	5.26315789473684	0	-0.64	-0.17	-0.15166824574568	0.0512989892591516	0.0515696396791298	NA
OVARY	GRK1_ENSG00000185974	19	98	-1.37	0.21	0.445	-0.235	0	1	0	1.02040816326531	-1	-1.81	-0.0799429749467029	0.195776674734742	0.195634896799624	NA
OVARY	GRK4_ENSG00000125388	19	98	-4.5825	-1.02	-1.17	0.15	0	2	0	2.04081632653061	-3.01	-5.49	0.0605231074628578	0.740661620404613	0.743047111718379	NA
OVARY	GRK5_ENSG00000198873	19	98	-1.305	0.54	0.35	0.19	1	2	5.26315789473684	2.04081632653061	-1.72	-1.77	0.113910161726633	0.889312992405335	0.890753516459105	NA
OVARY	GRK6_ENSG00000198055	19	98	-1.425	0.08	0.38	-0.3	1	3	5.26315789473684	3.06122448979592	-1.53	-2	-0.194193692898783	0.01795305080473	0.0184063696712437	NA
OVARY	GRK7_ENSG00000114124	19	98	-2.455	-0.54	-0.32	-0.22	0	1	0	1.02040816326531	-2.04	-2.72	-0.0957251701899433	0.152288202085003	0.152140476213528	NA
OVARY	GSG2_ENSG00000177602	19	98	-2.13	-0.27	-0.56	0.29	0	4	0	4.08163265306122	-1.5	-5.55	0.138272021681846	0.931457434637884	0.932272325884456	NA
OVARY	GSK3A_ENSG00000105723	19	98	-2.39	-0.26	-0.405	0.145	0	4	0	4.08163265306122	-2.18	-3.59	0.0343100325648551	0.643281237344975	0.645509751360315	NA
OVARY	GSK3B_ENSG00000082701	19	98	-0.6	0.66	0.9	-0.24	1	1	5.26315789473684	1.02040816326531	-1.24	-0.72	-0.110481409580292	0.117842233536044	0.117766572011883	NA
OVARY	GTF2H1_ENSG00000110768	19	98	-2.14	-0.27	-0.115	-0.155	0	2	0	2.04081632653061	-2.11	-4.84	-0.0751412236927186	0.210355222221195	0.210236666941194	NA
OVARY	GUCY2C_ENSG00000070019	19	98	-1.22	-0.17	0.325	-0.495	0	1	0	1.02040816326531	-0.76	-1.26	-0.237778771485608	0.0049187098642921	0.0052750122514685	NA
OVARY	GUCY2D_ENSG00000132518	19	98	-10.03	-3.72	-3.64	-0.0800000000000001	2	6	10.5263157894737	6.12244897959184	-19.22	-15.73	-0.0329364589080375	0.362219328998945	0.362778664800455	NA
OVARY	GUCY2F_ENSG00000101890	19	98	-1.075	0.39	0.525	-0.135	2	1	10.5263157894737	1.02040816326531	-2.9	-1.29	-0.103272811073417	0.133922619244093	0.133804210430602	NA
OVARY	GUK1_ENSG00000143774	19	98	-2.88125	0.01	-0.34	0.35	1	8	5.26315789473684	8.16326530612245	-3.06	-7.84	0.087306489510535	0.824310385912943	0.826388117678649	NA
OVARY	ALPK2_ENSG00000198796	19	98	-0.735	0.93	0.65	0.28	0	4	0	4.08163265306122	0.06	-1.15	0.189925734373133	0.979426020060336	0.979347578419879	NA
OVARY	HCK_ENSG00000101336	19	98	-1.165	0.5	0.39	0.11	0	2	0	2.04081632653061	-1.05	-7.12	0.0669073211654587	0.763234826409822	0.765562083577601	NA
OVARY	HIPK1_ENSG00000163349	19	98	-1.86	0.68	0.565	0.115	1	5	5.26315789473684	5.10204081632653	-2.26	-3.78	0.00137241672939139	0.505858487090154	0.507370727693212	NA
OVARY	HIPK2_ENSG00000064393	19	98	-1.7	0.15	0.22	-0.07	0	3	0	3.06122448979592	-1.49	-2.17	-0.0137240387369094	0.4416207698179	0.442703996845402	NA
OVARY	HIPK3_ENSG00000110422	19	98	-3.065	0.02	-0.54	0.56	0	4	0	4.08163265306122	-2.53	-9.96	0.158166879632742	0.955735270593386	0.956107991882711	NA
OVARY	HIPK4_ENSG00000160396	19	98	-1.1	-0.02	0.685	-0.705	2	0	10.5263157894737	0	-2.1	-1.01	-0.397653277426671	4.5063901561334e-06	9.37993263570721e-06	NA
OVARY	HK1_ENSG00000156515	19	98	-1.095	0.19	0.365	-0.175	1	2	5.26315789473684	2.04081632653061	-1.56	-1.69	-0.162635648182052	0.0398894888334706	0.0402368541040591	NA
OVARY	HK2_ENSG00000159399	19	98	-3.005	-1.38	-0.76	-0.62	2	2	10.5263157894737	2.04081632653061	-3.52	-4.75	-0.307417315858669	0.000373724433266907	0.000471015686692485	NA
OVARY	HK3_ENSG00000160883	19	98	-0.67	0.47	0.8	-0.33	0	1	0	1.02040816326531	-0.54	-0.68	-0.133468777185316	0.0756988047825097	0.0758136243618206	NA
OVARY	EIF2AK1_ENSG00000086232	19	98	-1.5	0.42	0.33	0.09	0	0	0	0	-0.28	-1.45	0.0922976188349165	0.838851110262103	0.840804847132113	NA
OVARY	CDC42BPG_ENSG00000171219	19	98	-1.59	0.07	0.245	-0.175	2	1	10.5263157894737	1.02040816326531	-1.9	-2.63	-0.135873838277546	0.0720483652785095	0.072184819976918	NA
OVARY	HSPB8_ENSG00000152137	19	98	-2.78	1.11	0.005	1.105	0	0	0	0	0.15	-2.7	0.462148346516128	0.999999921982379	0.999999684019991	NA
OVARY	HUNK_ENSG00000142149	19	98	-4.775	-1.16	-1.825	0.665	1	3	5.26315789473684	3.06122448979592	-4.91	-10.19	0.152333976134492	0.949459652958115	0.94995137836185	NA
OVARY	HUS1_ENSG00000136273	19	98	-1.18	0.81	0.68	0.13	1	0	5.26315789473684	0	-2.41	-1.08	0.00926370879251089	0.539481923227559	0.541204425974101	NA
OVARY	ICK_ENSG00000112144	19	98	-1.49	-0.01	0.05	-0.06	0	4	0	4.08163265306122	-1.14	-5.13	0.0178413840568912	0.575708709714575	0.577637358109687	NA
OVARY	IGF1R_ENSG00000140443	19	98	-2.07	0.41	-0.21	0.62	0	2	0	2.04081632653061	-1.05	-2.39	0.246003394359102	0.996247698454006	0.99601375862495	NA
OVARY	IGF2R_ENSG00000197081	19	98	-0.9825	0.39	0.675	-0.285	0	0	0	0	-0.71	-0.83	-0.153772002200134	0.0504214601071246	0.0507035438186677	NA
OVARY	IP6K1_ENSG00000176095	19	98	-0.755	1.08	0.885	0.195	0	4	0	4.08163265306122	-0.69	-1.35	0.111512201942431	0.884341996421546	0.885844028630889	NA
OVARY	IP6K2_ENSG00000068745	19	98	-1.565	0.25	0.015	0.235	0	5	0	5.10204081632653	-0.63	-2.48	0.153775036082064	0.949581941510995	0.95008041676713	NA
OVARY	IP6K3_ENSG00000161896	19	98	-3.235	-1.05	-0.73	-0.32	1	1	5.26315789473684	1.02040816326531	-4.13	-3.34	-0.124872628423434	0.0908419136603462	0.0908760619707845	NA
OVARY	IKBKAP_ENSG00000070061	19	98	-1.04	0.13	0.465	-0.335	0	1	0	1.02040816326531	-0.89	-1.16	-0.224388874104191	0.00750418102651027	0.00790989380942846	NA
OVARY	IKBKB_ENSG00000104365	19	98	-2.56	-1.09	-0.245	-0.845	2	0	10.5263157894737	0	-3.92	-2.47	-0.288544671050557	0.000802585845496583	0.000954532940327946	NA
OVARY	IKBKE_ENSG00000143466	19	98	-3.015	0.25	0.04	0.21	0	1	0	1.02040816326531	-1.76	-3.05	0.0329371376241719	0.637783396019034	0.639992623768038	NA
OVARY	IKBKG_ENSG00000073009	19	98	-2.36	0.09	-0.38	0.47	1	2	5.26315789473684	2.04081632653061	-3.1	-2.78	0.150624993594177	0.947494209735593	0.948022643935102	NA
OVARY	ILK_ENSG00000166333	19	98	-3.555	-0.96	-0.44	-0.52	2	5	10.5263157894737	5.10204081632653	-4.15	-7.59	-0.1220279084026	0.0969429680748344	0.096948644694046	NA
OVARY	ILK2_ENSG00000166333	19	98	-0.9	0.4	0.695	-0.295	0	2	0	2.04081632653061	-0.45	-1.01	-0.125234903557801	0.089250995430204	0.0892923079972218	NA
OVARY	INSR_ENSG00000171105	19	98	-2.68	-0.4	-0.36	-0.04	0	4	0	4.08163265306122	-2.61	-6.15	-0.0356827681137825	0.351250774255663	0.351742680174623	NA
OVARY	INSRR_ENSG00000027644	19	98	-2.2425	-0.49	-0.215	-0.275	1	4	5.26315789473684	4.08163265306122	-3.22	-5.77	-0.128378967115193	0.0857599069893914	0.0858210243973769	NA
OVARY	IPMK_ENSG00000151151	19	98	-1.785	-0.09	0	-0.09	2	2	10.5263157894737	2.04081632653061	-1.93	-4.92	-0.022301730071114	0.405680828537469	0.406521715237314	NA
OVARY	IRAK1_ENSG00000184216	19	98	-2.59375	0.51	-0.05	0.56	0	1	0	1.02040816326531	-1.73	-2.73	0.143309791627724	0.937572636975085	0.938287614594967	NA
OVARY	IRAK2_ENSG00000134070	19	98	-1.59	0.1	0.38	-0.28	1	2	5.26315789473684	2.04081632653061	-2.48	-1.82	-0.132781816094012	0.0767665901698377	0.0768752211016806	NA
OVARY	IRAK3_ENSG00000090376	19	98	-4.08	-0.48	-0.965	0.485	0	5	0	5.10204081632653	-1.88	-5.49	0.124544251594949	0.909536076042507	0.910699962030224	NA
OVARY	IRAK4_ENSG00000198001	19	98	-1.025	0.5	0.42	0.08	0	3	0	3.06122448979592	-0.31	-1.07	0.0912691323611072	0.836128859928799	0.838103693922932	NA
OVARY	ITK_ENSG00000113263	19	98	-2.24	0.88	0.39	0.49	0	3	0	3.06122448979592	-0.73	-3.12	0.24360488223966	0.995935875463802	0.995697996638965	NA
OVARY	ITPK1_ENSG00000100605	19	98	-1.91	-0.15	0.13	-0.28	1	1	5.26315789473684	1.02040816326531	-3.48	-2.25	-0.174982805173356	0.0295806398140895	0.0299909146703492	NA
OVARY	ITPKA_ENSG00000137825	19	98	-2.71625	-0.27	-0.31	0.04	0	3	0	3.06122448979592	-2.18	-4.75	-0.0288701069364104	0.379179158780668	0.379852835907767	NA
OVARY	ITPKB_ENSG00000143772	19	98	-1.79	-0.08	0.195	-0.275	0	2	0	2.04081632653061	-1.37	-2.51	-0.104988896337357	0.129965905218997	0.129856504613434	NA
OVARY	ITPKC_ENSG00000086544	19	98	-1.6	0.51	0.395	0.115	0	0	0	0	-0.71	-1.42	0.0552415327693836	0.722929065593385	0.725301842374717	NA
OVARY	JAK1_ENSG00000162434	19	98	-1.76	0.35	0.29	0.0599999999999999	0	3	0	3.06122448979592	-1.64	-3.25	0.0452903460233061	0.686118964766625	0.688459101011185	NA
OVARY	JAK2_ENSG00000096968	19	98	-6.88375	-1.79	-0.23	-1.56	2	7	10.5263157894737	7.14285714285714	-14.78	-20.88	-0.211829654550881	0.0112229184403353	0.0116679593833264	NA
OVARY	JAK3_ENSG00000105639	19	98	-1.435	-0.38	0.165	-0.545	1	3	5.26315789473684	3.06122448979592	-1.52	-1.78	-0.188708360910448	0.0207938223274144	0.0212415804675169	NA
OVARY	TAOK3_ENSG00000135090	19	98	-2.43	0.12	0.005	0.115	1	1	5.26315789473684	1.02040816326531	-2.48	-2.66	0.0703366209283524	0.77444697442478	0.776744314209105	NA
OVARY	KALRN_ENSG00000160145	19	98	-1.89	-0.42	0.07	-0.49	1	1	5.26315789473684	1.02040816326531	-2.72	-1.93	-0.210327592331753	0.0114188673670977	0.0118610000616924	NA
OVARY	KCNH2_ENSG00000055118	19	98	-2.59125	-0.06	-0.72	0.66	0	3	0	3.06122448979592	-1.35	-4.36	0.282792263724956	0.998950380082649	0.998802651481316	NA
OVARY	KCNH8_ENSG00000183960	19	98	-2.735	-0.38	-0.37	-0.01	1	2	5.26315789473684	2.04081632653061	-3.43	-3.3	-0.0157823193128479	0.432941770641825	0.43396611987712	NA
OVARY	KDR_ENSG00000128052	19	98	-1.775	0.4	0.01	0.39	2	3	10.5263157894737	3.06122448979592	-2.14	-2.31	0.0765132360848277	0.793873202603685	0.796099096831557	NA
OVARY	KHK_ENSG00000138030	19	98	-1.8125	-0.12	0.2	-0.32	0	2	0	2.04081632653061	-1.63	-2.15	-0.117222294799986	0.105070925038713	0.105041200384287	NA
OVARY	SIK3_ENSG00000160584	19	98	-1.72	-0.08	0.25	-0.33	1	3	5.26315789473684	3.06122448979592	-2.14	-2.1	-0.123180632538435	0.0928941071509229	0.092917608694024	NA
OVARY	TAOK1_ENSG00000160551	19	98	-2.045	0.77	0.12	0.65	0	3	0	3.06122448979592	-0.32	-6.52	0.265907235828358	0.998120469483637	0.997932035390796	NA
OVARY	OBSCN_ENSG00000154358	19	98	-0.825	0.68	0.74	-0.0599999999999999	0	1	0	1.02040816326531	-0.82	-1.7	-0.120088713664162	0.0985801439744336	0.0985774867085492	NA
OVARY	DCLK3_ENSG00000163673	19	98	-0.885	0.46	0.52	-0.06	0	1	0	1.02040816326531	-0.6	-1.22	-0.0302620772791672	0.373545800327337	0.374183080332317	NA
OVARY	MLK4_ENSG00000143674	19	98	-0.93125	0.92	0.85	0.0700000000000001	0	1	0	1.02040816326531	-0.62	-1.61	0.0459169060603564	0.687735876521563	0.690100167261511	NA
OVARY	BRSK1_ENSG00000160469	19	98	-0.9625	0.515	0.4375	0.0775	0	1	0	1.02040816326531	-0.14	-1.595	0.0250465114639885	0.605670635253176	0.607748074144554	NA
OVARY	PEAK1_ENSG00000173517	19	98	-2.465	-0.52	-0.575	0.0549999999999999	0	3	0	3.06122448979592	-1.98	-4.91	0.0761695565856717	0.792818707651992	0.79504914072769	NA
OVARY	KIT_ENSG00000157404	19	98	-2.235	-0.37	0.07	-0.44	1	3	5.26315789473684	3.06122448979592	-2.26	-3.35	-0.18184351326405	0.0248688937598298	0.025302203197714	NA
OVARY	KSR1_ENSG00000141068	19	98	-5.16	-1.42	-1.005	-0.415	0	2	0	2.04081632653061	-4.16	-5.2	-0.0837149111377152	0.184760879498584	0.184608248592208	NA
OVARY	KSR2_ENSG00000171435	19	98	-2.165	-0.16	-0.155	-0.005	0	2	0	2.04081632653061	-1.64	-3.69	-0.0940098414689461	0.156681874131758	0.156530085114159	NA
OVARY	XRCC6BP1_ENSG00000262145	19	98	-1.295	-0.15	0.395	-0.545	2	2	10.5263157894737	2.04081632653061	-2.17	-2.36	-0.28614727982094	0.000881218179883361	0.00104125731996335	NA
OVARY	ALPK1_ENSG00000073331	19	98	-3.12	-0.06	-0.88	0.82	0	3	0	3.06122448979592	-1.57	-3.97	0.245916712459229	0.996103551869175	0.995865608745312	NA
OVARY	LATS1_ENSG00000131023	19	98	-1.35	0.3	0.345	-0.045	0	0	0	0	-1.31	-1.32	-0.0174983460823292	0.425730070336043	0.426705659699728	NA
OVARY	LATS2_ENSG00000150457	19	98	-0.62375	0.93	0.74	0.19	0	3	0	3.06122448979592	-0.18	-1	0.142963601263952	0.937111033377876	0.937834245618147	NA
OVARY	LCK_ENSG00000182866	19	98	-2.18	-0.27	-0.205	-0.065	1	0	5.26315789473684	0	-2.68	-1.63	0.0572977543833081	0.730266818268395	0.732638009055347	NA
OVARY	LIMK1_ENSG00000106683	19	98	-1.865	-0.11	0.1	-0.21	0	1	0	1.02040816326531	-0.95	-2.02	-0.139987817716218	0.0661151048375492	0.0662881653409503	NA
OVARY	LIMK2_ENSG00000182541	19	98	-1.87	0.63	0.3	0.33	0	3	0	3.06122448979592	-0.84	-2.96	0.106091394403548	0.871490917761525	0.873155242207476	NA
OVARY	LMTK2_ENSG00000164715	19	98	-1.545	0.54	0.37	0.17	0	3	0	3.06122448979592	-0.96	-2.51	0.077199164181738	0.795968388692569	0.798185010542223	NA
OVARY	LMTK3_ENSG00000142235	19	98	-3.615	-1.47	-0.995	-0.475	3	6	15.7894736842105	6.12244897959184	-6.66	-4.79	-0.25286304513131	0.00297416761839421	0.0032668304897196	NA
OVARY	MYLK4_ENSG00000145949	19	98	-1.93625	-0.24	0	-0.24	1	1	5.26315789473684	1.02040816326531	-2.42	-4.62	-0.235843659554971	0.0054068079220605	0.00577814934389172	NA
OVARY	GUCY2EP_ENSG00000204529	19	98	-1.52875	0.51	0.29	0.22	0	4	0	4.08163265306122	-0.7	-1.93	0.0939185969919749	0.84202089719188	0.843966653318818	NA
OVARY	PKDCC_ENSG00000162878	19	98	-1.61	-0.11	0.045	-0.155	1	3	5.26315789473684	3.06122448979592	-2.52	-4.64	-0.155766964210403	0.0467673016129769	0.0470686154823589	NA
OVARY	LRRK1_ENSG00000154237	19	98	-1.255	0.81	0.56	0.25	0	2	0	2.04081632653061	-0.57	-2.48	0.130724897671091	0.91996864055438	0.920972837218609	NA
OVARY	LRRK2_ENSG00000188906	19	98	-1.155	-0.17	0.525	-0.695	2	3	10.5263157894737	3.06122448979592	-1.21	-1.54	-0.2707152860518	0.0015779718404713	0.00179562792707625	NA
OVARY	LTK_ENSG00000062524	19	98	-1.035	0.65	0.465	0.185	0	4	0	4.08163265306122	-0.51	-2.16	0.141701496364757	0.936243203879141	0.93697519247023	NA
OVARY	STRADA_ENSG00000266173	19	98	-2.83	-0.61	-0.25	-0.36	1	0	5.26315789473684	0	-3.89	-2.66	-0.118366951360836	0.101853396474236	0.101836602851259	NA
OVARY	LYN_ENSG00000254087	19	98	-2.265	0.59	-0.015	0.605	0	3	0	3.06122448979592	-0.73	-2.63	0.233992230269298	0.994444565244365	0.994196436661614	NA
OVARY	MAGI3_ENSG00000081026	19	98	-2.53	-0.48	-0.415	-0.065	0	3	0	3.06122448979592	-1.82	-3.79	-0.0147530652562684	0.437278026568143	0.438331771193036	NA
OVARY	MAK_ENSG00000111837	19	98	-1.51375	0.03	0.05	-0.02	0	3	0	3.06122448979592	-0.73	-2.42	0.00243494999349236	0.510347896753199	0.511903550607366	NA
OVARY	MAP2K1_ENSG00000169032	19	98	-2.095	0.11	0.28	-0.17	0	2	0	2.04081632653061	-1.08	-3.17	0.0404854591961543	0.667635430668404	0.669936202655611	NA
OVARY	MAP2K2_ENSG00000126934	19	98	-0.98875	0.48	0.61	-0.13	0	4	0	4.08163265306122	-0.75	-1.41	-0.0831332730999563	0.187482056342463	0.187330926838623	NA
OVARY	MAP2K3_ENSG00000034152	19	98	-3.605	-1.55	-0.73	-0.82	0	4	0	4.08163265306122	-3.28	-4.61	-0.180125308823465	0.0259862965570976	0.0264146463828594	NA
OVARY	MAP2K4_ENSG00000065559	19	98	-1.16625	0.88	0.39	0.49	0	2	0	2.04081632653061	-0.76	-2.06	0.288363768733938	0.999152665577367	0.99901953635892	NA
OVARY	MAP2K5_ENSG00000137764	19	98	-0.655	0.88	0.56	0.32	0	6	0	6.12244897959184	-0.38	-1.58	0.181570020438135	0.974449872976251	0.974462653042807	NA
OVARY	MAP2K6_ENSG00000108984	19	98	-1.345	0.34	0.33	0.0100000000000001	0	2	0	2.04081632653061	-0.38	-2.09	0.0183397077136592	0.577123189748991	0.57909552629922	NA
OVARY	MAP2K7_ENSG00000076984	19	98	-3.925	-0.68	-0.94	0.26	0	5	0	5.10204081632653	-2	-9.48	0.0778823148699236	0.798042593241736	0.800249689094516	NA
OVARY	MAP3K1_ENSG00000095015	19	98	-2.955	-1.12	-0.02	-1.1	3	1	15.7894736842105	1.02040816326531	-6.59	-3.44	-0.312217786862169	0.000305170530668572	0.000391134941907735	NA
OVARY	MAP3K10_ENSG00000130758	19	98	-1.395	0.64	0.575	0.0650000000000001	0	2	0	2.04081632653061	-0.78	-1.74	-0.0437328903222173	0.321294561301766	0.32161987891473	NA
OVARY	MAP3K11_ENSG00000173327	19	98	-3.0825	-0.03	-0.43	0.4	0	0	0	0	-2.49	-2.67	0.0852204646960329	0.818474952803532	0.820590508536537	NA
OVARY	MAP3K12_ENSG00000139625	19	98	-1.61	-0.06	0.075	-0.135	0	1	0	1.02040816326531	-1.18	-1.69	-0.110826388292038	0.117108046185346	0.117034739626742	NA
OVARY	MAP3K13_ENSG00000073803	19	98	-2.47	-0.33	-0.125	-0.205	1	2	5.26315789473684	2.04081632653061	-2.88	-2.86	-0.102929904863394	0.134722935554486	0.134602825026193	NA
OVARY	MAP3K14_ENSG00000006062	19	98	-1.605	0.06	0.355	-0.295	1	6	5.26315789473684	6.12244897959184	-2.49	-3.12	-0.11150865035557	0.115665480268069	0.115596852023102	NA
OVARY	MAP3K15_ENSG00000180815	19	98	-1.17	0.53	0.14	0.39	0	6	0	6.12244897959184	-0.39	-3.46	0.268656111334702	0.998298654910845	0.998117513548151	NA
OVARY	MAP3K2_ENSG00000169967	19	98	-1.0525	0.73	0.71	0.02	0	6	0	6.12244897959184	-0.69	-8.84	0.00904406520266511	0.538380539727646	0.540112464105279	NA
OVARY	MAP3K3_ENSG00000198909	19	98	-2.645	-0.93	-0.66	-0.27	0	4	0	4.08163265306122	-1.73	-5.05	-0.0641607225053751	0.245958931722724	0.245935266177675	NA
OVARY	MAP3K4_ENSG00000085511	19	98	-0.51	1.07	0.925	0.145	0	12	0	12.2448979591837	0.54	-12.77	0.168122624218007	0.965000670836836	0.965194336880855	NA
OVARY	MAP3K5_ENSG00000197442	19	98	-1.265	0.87	0.44	0.43	0	2	0	2.04081632653061	-0.45	-1.76	0.229230064650983	0.993341896972534	0.993090780549603	NA
OVARY	MAP3K6_ENSG00000142733	19	98	-2.26125	-0.21	0.11	-0.32	0	3	0	3.06122448979592	-1	-3.04	-0.0180874697552272	0.423591454722096	0.424561952699172	NA
OVARY	MAP3K7_ENSG00000135341	19	98	-3.49	-0.94	-0.425	-0.515	1	1	5.26315789473684	1.02040816326531	-3.75	-4.62	-0.151992020541494	0.0509289180368799	0.0512020238990597	NA
OVARY	TAB1_ENSG00000100324	19	98	-1.405	0.36	0.415	-0.055	1	1	5.26315789473684	1.02040816326531	-1.54	-1.59	-0.0621019733510114	0.252972219614706	0.252973003007688	NA
OVARY	MAP3K8_ENSG00000107968	19	98	-3.165	-0.58	-0.525	-0.0549999999999999	1	2	5.26315789473684	2.04081632653061	-3.99	-10.18	-0.0981237519413243	0.146281096850386	0.146140717017845	NA
OVARY	MAP3K9_ENSG00000006432	19	98	-3.615	-1.1	-1.105	0.00499999999999989	0	4	0	4.08163265306122	-3.12	-5.35	-0.0126946644841077	0.445971921106821	0.447084656929177	NA
OVARY	MAP4K1_ENSG00000104814	19	98	-3.18	-1.23	-0.51	-0.72	0	3	0	3.06122448979592	-3.01	-5.48	-0.198310502151828	0.0160420769812744	0.0164962643690023	NA
OVARY	MAP4K2_ENSG00000168067	19	98	-2.125	0.01	-0.16	0.17	1	7	5.26315789473684	7.14285714285714	-3.23	-6.12	0.0236740998769206	0.600005241515962	0.602056296635155	NA
OVARY	MAP4K3_ENSG00000011566	19	98	-2.6375	0.3	-0.58	0.88	0	2	0	2.04081632653061	-1.02	-4.06	0.371846645086344	0.999980209583851	0.999967149668867	NA
OVARY	MAP4K4_ENSG00000071054	19	98	-0.31	1.24	0.9	0.34	0	3	0	3.06122448979592	0.31	-0.79	0.269342838467253	0.998340730283063	0.99816142506161	NA
